PID,Archive
P106306,domesticated animal
P106308,domesticated animal
P106309,domesticated animal
P106313,domesticated animal
P106314,domesticated animal
P106315,domesticated animal
P106316,domesticated animal
P106317,domesticated animal
P106318,domesticated animal
P106319,domesticated animal
P106321,domesticated animal
P106322,domesticated animal
P106323,domesticated animal
P106324,domesticated animal
P106325,domesticated animal
P106326,domesticated animal
P106329,domesticated animal
P106333,domesticated animal
P106334,domesticated animal
P106335,domesticated animal
P106336,domesticated animal
P106338,domesticated animal
P106339,domesticated animal
P106340,domesticated animal
P106343,domesticated animal
P106344,domesticated animal
P106345,domesticated animal
P106346,domesticated animal
P106347,domesticated animal
P106349,domesticated animal
P106353,domesticated animal
P106354,domesticated animal
P106358,domesticated animal
P106359,domesticated animal
P106360,domesticated animal
P142170,domesticated animal
P106361,domesticated animal
P106362,domesticated animal
P106363,domesticated animal
P106364,domesticated animal
P106366,domesticated animal
P106367,domesticated animal
P106368,domesticated animal
P106369,domesticated animal
P106371,domesticated animal
P106373,domesticated animal
P106374,domesticated animal
P106375,domesticated animal
P106376,domesticated animal
P106377,domesticated animal
P134939,domesticated animal
P106378,domesticated animal
P106379,domesticated animal
P106383,domesticated animal
P106384,domesticated animal
P106385,domesticated animal
P106387,domesticated animal
P106388,domesticated animal
P106390,domesticated animal
P106391,domesticated animal
P106392,domesticated animal
P106393,domesticated animal
P106394,domesticated animal
P106395,domesticated animal
P106396,domesticated animal
P106397,domesticated animal
P106398,domesticated animal
P106399,domesticated animal
P106401,domesticated animal
P106402,domesticated animal
P106405,domesticated animal
P106406,domesticated animal
P106407,domesticated animal
P106408,domesticated animal
P106410,domesticated animal
P106411,domesticated animal
P106412,domesticated animal
P106413,domesticated animal
P106414,domesticated animal
P106415,domesticated animal
P106416,domesticated animal
P106417,domesticated animal
P106419,domesticated animal
P106420,domesticated animal
P106425,domesticated animal
P106429,domesticated animal
P106433,domesticated animal
P106439,domesticated animal
P106440,domesticated animal
P106455,domesticated animal
P106456,domesticated animal
P106463,domesticated animal
P106481,domesticated animal
P106557,domesticated animal
P106562,domesticated animal
P106727,domesticated animal
P106782,domesticated animal
P106852,domesticated animal
P106855,domesticated animal
P106858,domesticated animal
P106861,domesticated animal
P106863,domesticated animal
P106866,domesticated animal
P106868,domesticated animal
P106869,domesticated animal
P107258,domesticated animal
P107270,domesticated animal
P107273,domesticated animal
P107323,domesticated animal
P107359,domesticated animal
P107367,domesticated animal
P107373,domesticated animal
P107376,domesticated animal
P107419,domesticated animal
P107420,domesticated animal
P107439,domesticated animal
P107485,domesticated animal
P107522,domesticated animal
P107523,domesticated animal
P107565,domesticated animal
P107566,domesticated animal
P107567,domesticated animal
P107568,domesticated animal
P107570,domesticated animal
P107571,domesticated animal
P107572,domesticated animal
P107574,domesticated animal
P107579,domesticated animal
P107580,domesticated animal
P107583,domesticated animal
P107586,domesticated animal
P107587,domesticated animal
P107588,domesticated animal
P107591,domesticated animal
P107592,domesticated animal
P107594,domesticated animal
P107601,domesticated animal
P107602,domesticated animal
P107604,domesticated animal
P107605,domesticated animal
P107607,domesticated animal
P303576,domesticated animal
P107610,domesticated animal
P107613,domesticated animal
P107617,domesticated animal
P107619,domesticated animal
P107621,domesticated animal
P107622,domesticated animal
P107623,domesticated animal
P107624,domesticated animal
P107625,domesticated animal
P107626,domesticated animal
P107629,domesticated animal
P107630,domesticated animal
P107631,domesticated animal
P107632,domesticated animal
P107634,domesticated animal
P107635,domesticated animal
P107637,domesticated animal
P107638,domesticated animal
P107639,domesticated animal
P107648,domesticated animal
P107650,domesticated animal
P107653,domesticated animal
P107659,domesticated animal
P107660,domesticated animal
P107661,domesticated animal
P107662,domesticated animal
P107663,domesticated animal
P107664,domesticated animal
P107665,domesticated animal
P107666,domesticated animal
P107667,domesticated animal
P107668,domesticated animal
P107670,domesticated animal
P107676,domesticated animal
P107680,domesticated animal
P107681,domesticated animal
P107686,domesticated animal
P107689,domesticated animal
P107690,domesticated animal
P107693,domesticated animal
P107694,domesticated animal
P107695,domesticated animal
P107697,domesticated animal
P107698,domesticated animal
P107699,domesticated animal
P107704,domesticated animal
P107706,domesticated animal
P107707,domesticated animal
P107708,domesticated animal
P107710,domesticated animal
P107715,domesticated animal
P107717,domesticated animal
P107720,domesticated animal
P107724,domesticated animal
P107725,domesticated animal
P107726,domesticated animal
P107733,domesticated animal
P107734,domesticated animal
P107738,domesticated animal
P107740,domesticated animal
P107741,domesticated animal
P107746,domesticated animal
P136018,domesticated animal
P107748,domesticated animal
P123791,domesticated animal
P107749,domesticated animal
P107750,domesticated animal
P107751,domesticated animal
P107754,domesticated animal
P303781,domesticated animal
P107761,domesticated animal
P107766,domesticated animal
P107767,domesticated animal
P107768,domesticated animal
P107769,domesticated animal
P107778,domesticated animal
P107783,domesticated animal
P117219,domesticated animal
P123872,domesticated animal
P124515,domesticated animal
P128772,domesticated animal
P134709,domesticated animal
P210375,domesticated animal
P407092,domesticated animal
P107786,domesticated animal
P107792,domesticated animal
P107794,domesticated animal
P107795,domesticated animal
P107796,domesticated animal
P107797,domesticated animal
P109610,domesticated animal
P123797,domesticated animal
P123798,domesticated animal
P127442,domesticated animal
P416472,domesticated animal
P212070,domesticated animal
P107798,domesticated animal
P123800,domesticated animal
P107800,domesticated animal
P107802,domesticated animal
P107803,domesticated animal
P107805,domesticated animal
P109637,domesticated animal
P123801,domesticated animal
P126711,domesticated animal
P127515,domesticated animal
P145830,domesticated animal
P320601,domesticated animal
P107808,domesticated animal
P107809,domesticated animal
P107811,domesticated animal
P107813,domesticated animal
P107815,domesticated animal
P107816,domesticated animal
P107818,domesticated animal
P107819,domesticated animal
P107821,domesticated animal
P109665,domesticated animal
P123909,domesticated animal
P133881,domesticated animal
P134826,domesticated animal
P136048,domesticated animal
P210496,domesticated animal
P107824,domesticated animal
P107825,domesticated animal
P107827,domesticated animal
P122662,domesticated animal
P128789,domesticated animal
P107828,domesticated animal
P107831,domesticated animal
P107832,domesticated animal
P107833,domesticated animal
P125539,domesticated animal
P235606,domesticated animal
P275067,domesticated animal
P235922,domesticated animal
P107834,domesticated animal
P107835,domesticated animal
P107836,domesticated animal
P107837,domesticated animal
P107838,domesticated animal
P107840,domesticated animal
P107841,domesticated animal
P123967,domesticated animal
P123971,domesticated animal
P124040,domesticated animal
P107843,domesticated animal
P107844,domesticated animal
P107845,domesticated animal
P107846,domesticated animal
P107847,domesticated animal
P107848,domesticated animal
P107850,domesticated animal
P107851,domesticated animal
P107856,domesticated animal
P107857,domesticated animal
P107862,domesticated animal
P107865,domesticated animal
P320605,domesticated animal
P107870,domesticated animal
P107871,domesticated animal
P107877,domesticated animal
P107880,domesticated animal
P107881,domesticated animal
P107884,domesticated animal
P112097,domesticated animal
P107885,domesticated animal
P107886,domesticated animal
P107895,domesticated animal
P107901,domesticated animal
P107903,domesticated animal
P128775,domesticated animal
P134825,domesticated animal
P107906,domesticated animal
P107909,domesticated animal
P107914,domesticated animal
P107915,domesticated animal
P107919,domesticated animal
P107920,domesticated animal
P107922,domesticated animal
P107925,domesticated animal
P107930,domesticated animal
P107931,domesticated animal
P107932,domesticated animal
P107933,domesticated animal
P107936,domesticated animal
P107938,domesticated animal
P107940,domesticated animal
P107943,domesticated animal
P107944,domesticated animal
P107948,domesticated animal
P107949,domesticated animal
P107950,domesticated animal
P107951,domesticated animal
